;Event_time                     ;Object_of_reference                                                                                                                                                                                                                                            
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S3C1                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S3C1                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S2C1                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S1C1                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 13 2016  2:55AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM776,ManagedElement=1,Equipment=1,HwUnit=SUP-1,AlarmPort=1                                                                                                                                               
	 ;ALARMA PUERTA ABIERTA                                                                                                                                                                                                                                          
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 13 2016  2:58AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=USA893,ManagedElement=1,Equipment=1,HwUnit=SUP-1,EcPort=1                                                                                                                                                  
	 ;Conflicting value for attribute hubPosition, cascadingOrder and/or ecBusRef                                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 19 2016  5:46AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER04,MeContext=UGD144,ManagedElement=1,Equipment=1,Cabinet=1,FanGroup=4                                                                                                                                                   
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 20 2016  6:02PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UST509,ManagedElement=1,SystemFunctions=1,Licensing=1                                                                                                                                                      
	 ;Emergency Unlock has been activated and the alarm will remain till a new Emergency reset key is installed                                                                                                                                                      
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 20 2016  6:02PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UST509,ManagedElement=1,Equipment=1,SectorAntenna=3-1,AuxPlugInUnit=2,RetuDeviceGroup=1,RetDeviceSet=1,RetDevice=1                                                                                         
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 13 2016  2:55AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM406,ManagedElement=1,Equipment=1,Cabinet=1                                                                                                                                                              
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 20 2016  5:51PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=URS035,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,PiuDevice=1,DeviceGroup=DUI                                                                                                              
	 ;DUW3001 connector RI_C. SfpVendorName=                ,SfpProductNumber=                ,SfpProductRevision=                                                                                                                                                   
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Aug 22 2016  5:11AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER04,MeContext=URS407,ManagedElement=1,Equipment=1,SectorAntenna=3-1,AuxPlugInUnit=2                                                                                                                                      
	 ;RETU                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 17 2016 11:21AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER04,MeContext=URM364,ManagedElement=1,Equipment=1,SectorAntenna=2-1,AntennaBranch=A                                                                                                                                      
	 ;Antenna feeder current too high in branch A. Short circuit to TMA branch A                                                                                                                                                                                     
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NodeBFunction_CpcLicenseNotValid                                                                                                                                                                                                                               ;
;            Oct  5 2016  5:16PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER01,MeContext=USA582,ManagedElement=1,Equipment=1,SectorAntenna=2-1,AuxPlugInUnit=2,RetuDeviceGroup=1,RetDeviceSet=1,RetDevice=1                                                                                         
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep  6 2016  4:42AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=URM864,ManagedElement=1,Equipment=1,SectorAntenna=2-1,AuxPlugInUnit=2,RetuDeviceGroup=1,RetDeviceSet=1,RetDevice=1                                                                                         
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep  6 2016  4:42AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=URM864,ManagedElement=1,Equipment=1,SectorAntenna=1-1,AuxPlugInUnit=2,RetuDeviceGroup=1,RetDeviceSet=1,RetDevice=1                                                                                         
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep  6 2016  4:42AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UGE954,ManagedElement=1,Equipment=1,SectorAntenna=1-1,AntennaBranch=B                                                                                                                                      
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep  6 2016  4:42AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UGE954,ManagedElement=1,Equipment=1,SectorAntenna=2-1,AntennaBranch=B                                                                                                                                      
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep  6 2016  4:42AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER03,MeContext=UGE954,ManagedElement=1,Equipment=1,SectorAntenna=3-1,AntennaBranch=B                                                                                                                                      
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Aug 22 2016  5:12AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER04,MeContext=UZM446,ManagedElement=1,Equipment=1,SectorAntenna=2-1,AuxPlugInUnit=2                                                                                                                                      
	 ;ARETU                                                                                                                                                                                                                                                          
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 13 2016  9:51AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER04,MeContext=UGA046,ManagedElement=1,Equipment=1,Subrack=1,UplinkBaseBandPool=2                                                                                                                                         
	 ;NULL                                                                                                                                                                                                                                                           
	 ;UplinkBaseBandPool_UlHwLessThanUlCapacity                                                                                                                                                                                                                      ;
;            Sep 13 2016  2:57AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM721,ManagedElement=1,Equipment=1,HwUnit=SUP-1,EcPort=1                                                                                                                                                  
	 ;Conflicting value for attribute hubPosition, cascadingOrder and/or ecBusRef                                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S1C4                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S3C4                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S2C4                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S1C4                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S3C4                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S2C4                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S1C4                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:11PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,Equipment=1,Subrack=1,UplinkBaseBandPool=3                                                                                                                                         
	 ;NULL                                                                                                                                                                                                                                                           
	 ;UplinkBaseBandPool_UlHwLessThanUlCapacity                                                                                                                                                                                                                      ;
;            Sep 30 2016 12:11PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=3                                                                                                                                       
	 ;NULL                                                                                                                                                                                                                                                           
	 ;DownlinkBaseBandPool_DlHwLessThanDlCapacity                                                                                                                                                                                                                    ;
;            Sep 30 2016 12:11PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=4                                                                                                                                       
	 ;NULL                                                                                                                                                                                                                                                           
	 ;DownlinkBaseBandPool_DlHwLessThanDlCapacity                                                                                                                                                                                                                    ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S2C1                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S1C1                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S3C2                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S2C2                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S1C2                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S3C2                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S2C2                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S1C2                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S3C2                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S2C2                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S1C2                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S3C3                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S1C3                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S3C3                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S3C4                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S1C3                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S3C3                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1,RbsLocalCell=S2C3                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NbirLicenseNotValid                                                                                                                                                                                                                                            ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           
	 ;IntSuppAllBearersLicenseNotValid                                                                                                                                                                                                                               ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           
	 ;CeExtForEulLicenseNotValid                                                                                                                                                                                                                                     ;
;            Sep 30 2016 12:09PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SAER05,MeContext=UZM440,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
