;Event_time                     ;Object_of_reference                                                                                                                                                                                                                                            
;            Sep  7 2016 11:35PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=TER03,MeContext=UAR209,ManagedElement=1,Equipment=1,Subrack=1,Slot=2,PlugInUnit=1,PiuDevice=5,RaxDeviceGroup=1                                                                                                              
	 ;UAR209                                                                                                                                                                                                                                                         
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Jun  9 2016  3:07PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=TER03,MeContext=UAR574,ManagedElement=1,SystemFunctions=1,Licensing=1                                                                                                                                                       
	 ;Emergency Unlock has been activated and the alarm will remain till a new Emergency reset key is installed                                                                                                                                                      
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep  7 2016 11:35PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=TER03,MeContext=UAR209,ManagedElement=1,Equipment=1,Subrack=1,Slot=2,PlugInUnit=1,PiuDevice=5,RaxDeviceGroup=1                                                                                                              
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Jun  9 2016  3:08PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=TER03,MeContext=UAR574,ManagedElement=1,NodeBFunction=1                                                                                                                                                                     
	 ;LicencedCapacity=128                                                                                                                                                                                                                                           
	 ;DlCeGracePeriodExpired                                                                                                                                                                                                                                         ;
;            Sep  8 2016 10:02AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=RAR04,MeContext=URA772                                                                                                                                                                                                      
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Aug 31 2016  3:59PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=IQR02,MeContext=UTA068,ManagedElement=1,NodeBFunction=1                                                                                                                                                                     
	 ;LicencedCapacity=64                                                                                                                                                                                                                                            
	 ;DlCeGracePeriodExpired                                                                                                                                                                                                                                         ;
;            Aug 21 2016  4:43PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=TAR04,MeContext=UFN686,ManagedElement=1,Equipment=1,SectorAntenna=3,AuxPlugInUnit=RRUW-1,RruDeviceGroup=1                                                                                                                   
	 ;NULL                                                                                                                                                                                                                                                           
	 ;RruDeviceGroup_RetPortCurrentTooHigh                                                                                                                                                                                                                           ;
;            Sep  7 2016 11:35PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=TER03,MeContext=UAR209,ManagedElement=1,Equipment=1,Subrack=1,Slot=2,PlugInUnit=1,PiuDevice=5,RaxDeviceGroup=1                                                                                                              
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Aug 31 2016  4:59AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=PAR01,MeContext=UPA402,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=1                                                                                                                                        
	 ;NULL                                                                                                                                                                                                                                                           
	 ;DownlinkBaseBandPool_DlHwLessThanDlCapacity                                                                                                                                                                                                                    ;
;            Aug 31 2016  4:01PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=IQR02,MeContext=UTA068,ManagedElement=1,Equipment=1,SectorAntenna=2,AuxPlugInUnit=2,RetuDeviceGroup=1,RetDeviceSet=1,RetDevice=1                                                                                            
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep  5 2016  8:30PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=VDR02,MeContext=UFS791,ManagedElement=1,Equipment=1,AuxPlugInUnit=1,XalmDeviceGroup=1,AlmDeviceSet=1,AlmDevice=5                                                                                                            
	 ;AlmDevice UFS791 Malihue 1 FDT Alarma de Baliza                                                                                                                                                                                                                
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Aug  9 2016  3:39AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=SNR02,MeContext=UTN299,ManagedElement=1,Equipment=1,SectorAntenna=1-1,AuxPlugInUnit=RRUW-1,RruDeviceGroup=1                                                                                                                 
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Aug  5 2016  9:40PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=TAR03,MeContext=UZU003,ManagedElement=1,Equipment=1,SectorAntenna=1-1,AuxPlugInUnit=2                                                                                                                                       
	 ;RETU                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Aug  4 2016 11:19AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=COER01,MeContext=UZB397,ManagedElement=1,Equipment=1,SectorAntenna=1-1,AuxPlugInUnit=2                                                                                                                                      
	 ;ARETU                                                                                                                                                                                                                                                          
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep  3 2016 11:10AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=PMR03,MeContext=UFS781,ManagedElement=1,Equipment=1,AuxPlugInUnit=1,XalmDeviceGroup=1,AlmDeviceSet=1,AlmDevice=5                                                                                                            
	 ;AlmDevice UFS781 Quillin FDT Alarma de Baliza                                                                                                                                                                                                                  
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Aug  4 2016 10:00PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LSER01,MeContext=ULS749,ManagedElement=1,NodeBFunction=1                                                                                                                                                                    
	 ;LicencedCapacity=128                                                                                                                                                                                                                                           
	 ;DlCeGracePeriodExpired                                                                                                                                                                                                                                         ;
;            Aug 16 2016  5:07AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=VDR02,MeContext=UZL048,ManagedElement=1,Equipment=1,Subrack=1,UplinkBaseBandPool=1                                                                                                                                          
	 ;NULL                                                                                                                                                                                                                                                           
	 ;UplinkBaseBandPool_UlHwLessThanUlCapacity                                                                                                                                                                                                                      ;
;            Aug 17 2016  3:54PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=RAR02,MeContext=UFN533,ManagedElement=1,Equipment=1,AuxPlugInUnit=1,XalmDeviceGroup=1,AlmDeviceSet=1,AlmDevice=5                                                                                                            
	 ;AlmDevice UFN533 Tierra Blanca FDT Alarma de Baliza                                                                                                                                                                                                            
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Aug 29 2016 10:16AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=ANER01,MeContext=UDD099,ManagedElement=1,Equipment=1,SectorAntenna=5-1,AntennaBranch=B                                                                                                                                      
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Aug 29 2016 10:16AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=ANER01,MeContext=UDD099,ManagedElement=1,Equipment=1,SectorAntenna=6-1,AntennaBranch=B                                                                                                                                      
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Aug 29 2016 10:16AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=ANER01,MeContext=UDD099,ManagedElement=1,Equipment=1,SectorAntenna=4-1,AntennaBranch=B                                                                                                                                      
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Aug 16 2016  8:52AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=VDR02,MeContext=UZL048,ManagedElement=1,Equipment=1,SectorAntenna=1,AuxPlugInUnit=RRUW-1,RruDeviceGroup=1                                                                                                                   
	 ;NULL                                                                                                                                                                                                                                                           
	 ;RruDeviceGroup_RetPortCurrentTooHigh                                                                                                                                                                                                                           ;
;            Aug 16 2016  8:52AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=VDR02,MeContext=UZL048,ManagedElement=1,Equipment=1,SectorAntenna=1,AntennaBranch=A                                                                                                                                         
	 ;Antenna feeder current too high in branch A                                                                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Aug 29 2016  7:23PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=CPR04,MeContext=UDE151,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,PiuDevice=6,RaxDeviceGroup=1                                                                                                              
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Aug 29 2016  7:17PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=COR04,MeContext=UFS864,ManagedElement=1,Equipment=1,AuxPlugInUnit=1,XalmDeviceGroup=1,AlmDeviceSet=1,AlmDevice=5                                                                                                            
	 ;AlmDevice UFS864 El Patagual split zona 3 FDT Alarma de Baliza                                                                                                                                                                                                 
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep  1 2016  3:44AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=CHR02,MeContext=UBI116,ManagedElement=1,Equipment=1,Subrack=1,UplinkBaseBandPool=1                                                                                                                                          
	 ;NULL                                                                                                                                                                                                                                                           
	 ;UplinkBaseBandPool_UlHwLessThanUlCapacity                                                                                                                                                                                                                      ;
;            Sep  1 2016  7:42AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=CHR02,MeContext=UHH116,ManagedElement=1,Equipment=1,Subrack=1,UplinkBaseBandPool=1                                                                                                                                          
	 ;NULL                                                                                                                                                                                                                                                           
	 ;UplinkBaseBandPool_UlHwLessThanUlCapacity                                                                                                                                                                                                                      ;
;            Sep  2 2016  1:44PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=TER02,MeContext=UZE218,ManagedElement=1,Equipment=1,HwUnit=SAU,AlarmPort=1                                                                                                                                                  
	 ;UZE218 Los Temos - Puerta Abierta                                                                                                                                                                                                                              
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep  1 2016  7:49AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=CHR02,MeContext=UHH116,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,PiuDevice=3,RaxDeviceGroup=1                                                                                                              
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep  1 2016  4:17AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=CHR02,MeContext=UBI116,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,PiuDevice=4,RaxDeviceGroup=1                                                                                                              
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Aug 17 2016  5:55AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=IQR03,MeContext=UTA236,ManagedElement=1,NodeBFunction=1                                                                                                                                                                     
	 ;LicencedCapacity=64                                                                                                                                                                                                                                            
	 ;DlCeGracePeriodExpired                                                                                                                                                                                                                                         ;
;            Jul 21 2016  5:23PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LSER01,MeContext=ULS752,ManagedElement=1,Equipment=1,Subrack=1,UplinkBaseBandPool=1                                                                                                                                         
	 ;NULL                                                                                                                                                                                                                                                           
	 ;UplinkBaseBandPool_UlHwLessThanUlCapacity                                                                                                                                                                                                                      ;
;            Aug 20 2016  4:08PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=CUR03,MeContext=UFN643,ManagedElement=1,Equipment=1,AuxPlugInUnit=1,XalmDeviceGroup=1,AlmDeviceSet=1,AlmDevice=5                                                                                                            
	 ;AlmDevice UFN643 Los Quillayes Sagrada Familia FDT Alarma de Baliza                                                                                                                                                                                            
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep  1 2016  4:17AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=CHR02,MeContext=UBI116,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,PiuDevice=5,RaxDeviceGroup=1                                                                                                              
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep  1 2016  4:17AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=CHR02,MeContext=UBI116,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,PiuDevice=6,RaxDeviceGroup=1                                                                                                              
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Aug  6 2016  2:06PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=COR03,MeContext=UFS645,ManagedElement=1,Equipment=1,SectorAntenna=1,AuxPlugInUnit=RRUW-1,RruDeviceGroup=1                                                                                                                   
	 ;NULL                                                                                                                                                                                                                                                           
	 ;RruDeviceGroup_RetPortCurrentTooHigh                                                                                                                                                                                                                           ;
;            Aug  6 2016  2:06PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=COR03,MeContext=UFS645,ManagedElement=1,Equipment=1,SectorAntenna=2,AuxPlugInUnit=RRUW-1,RruDeviceGroup=1                                                                                                                   
	 ;NULL                                                                                                                                                                                                                                                           
	 ;RruDeviceGroup_RetPortCurrentTooHigh                                                                                                                                                                                                                           ;
;            Aug  6 2016  2:06PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=COR03,MeContext=UFS645,ManagedElement=1,Equipment=1,SectorAntenna=3,AuxPlugInUnit=RRUW-1,RruDeviceGroup=1                                                                                                                   
	 ;NULL                                                                                                                                                                                                                                                           
	 ;RruDeviceGroup_RetPortCurrentTooHigh                                                                                                                                                                                                                           ;
;            Aug 30 2016  4:49PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=IQR03,MeContext=UTA727,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,PiuDevice=3,RaxDeviceGroup=1                                                                                                              
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Aug  5 2016  8:12AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=CHR03,MeContext=UTL096,ManagedElement=1,Equipment=1,SectorAntenna=3,AntennaBranch=A                                                                                                                                         
	 ;Antenna feeder current too high in branch A                                                                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Aug  5 2016  8:12AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=CHR03,MeContext=UTL096,ManagedElement=1,Equipment=1,SectorAntenna=1,AuxPlugInUnit=RRUW-1,RruDeviceGroup=1                                                                                                                   
	 ;NULL                                                                                                                                                                                                                                                           
	 ;RruDeviceGroup_RetPortCurrentTooHigh                                                                                                                                                                                                                           ;
;            Aug  5 2016  8:12AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=CHR03,MeContext=UTL096,ManagedElement=1,Equipment=1,SectorAntenna=2,AuxPlugInUnit=RRUW-1,RruDeviceGroup=1                                                                                                                   
	 ;NULL                                                                                                                                                                                                                                                           
	 ;RruDeviceGroup_RetPortCurrentTooHigh                                                                                                                                                                                                                           ;
;            Aug 24 2016 12:47PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=IQR02,MeContext=UTA249,ManagedElement=1,SystemFunctions=1,Licensing=1                                                                                                                                                       
	 ;Emergency Unlock has been activated and the alarm will remain till a new Emergency reset key is installed                                                                                                                                                      
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Aug  5 2016  8:12AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=CHR03,MeContext=UTL096,ManagedElement=1,Equipment=1,SectorAntenna=3,AuxPlugInUnit=RRUW-1,RruDeviceGroup=1                                                                                                                   
	 ;NULL                                                                                                                                                                                                                                                           
	 ;RruDeviceGroup_RetPortCurrentTooHigh                                                                                                                                                                                                                           ;
;            Aug  5 2016  8:12AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=CHR03,MeContext=UTL096,ManagedElement=1,Equipment=1,SectorAntenna=1,AntennaBranch=A                                                                                                                                         
	 ;Antenna feeder current too high in branch A                                                                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Aug 29 2016  7:19PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=CPR04,MeContext=UDE151,ManagedElement=1,Equipment=1,Subrack=1,UplinkBaseBandPool=1                                                                                                                                          
	 ;NULL                                                                                                                                                                                                                                                           
	 ;UplinkBaseBandPool_UlHwLessThanUlCapacity                                                                                                                                                                                                                      ;
;            Aug  5 2016  8:12AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=CHR03,MeContext=UTL096,ManagedElement=1,Equipment=1,SectorAntenna=2,AntennaBranch=A                                                                                                                                         
	 ;Antenna feeder current too high in branch A                                                                                                                                                                                                                    
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Aug 24 2016  5:26PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=CUR03,MeContext=UFN578,ManagedElement=1,Equipment=1,AuxPlugInUnit=1,XalmDeviceGroup=1,AlmDeviceSet=1,AlmDevice=5                                                                                                            
	 ;AlmDevice UFN578 Cerrillos FDT Alarma de Baliza                                                                                                                                                                                                                
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep  1 2016  3:30PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=VDR02,MeContext=UFS808,ManagedElement=1,Equipment=1,AuxPlugInUnit=1,XalmDeviceGroup=1,AlmDeviceSet=1,AlmDevice=5                                                                                                            
