;Event_time                     ;Object_of_reference                                                                                                                                                                                                                                            
	 ;External Link Failure                                                                                                                                                                                                                                          ;
;            Oct 24 2016  4:29PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=LBI533                                                                                                                                                                                            
	 ;Read timed out                                                                                                                                                                                                                                                 
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  9:28AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=LCC531,ManagedElement=1,SwManagement=1,UpgradePackage=CXP102051/23_R25DK                                                                                                                          
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 24 2016  4:32PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=LCC048,ManagedElement=1,ENodeBFunction=1                                                                                                                                                          
	 ;X2 link problem to one or several neighbouring eNodeBs.                                                                                                                                                                                                        
	 ;External Link Failure                                                                                                                                                                                                                                          ;
;            Oct 20 2016  4:02PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LSER01,MeContext=LSER01,ManagedElement=1,RncFunction=1,UtranCell=U23371                                                                                                                                                     
	 ;A Radio NW Service Impact                                                                                                                                                                                                                                      
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  8:20AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VI,MeContext=LRA771,ManagedElement=1,Equipment=1,AntennaUnitGroup=1,AntennaNearUnit=3                                                                                                                            
	 ;Contact lost with resource object                                                                                                                                                                                                                              
	 ;No Connection                                                                                                                                                                                                                                                  ;
;            Oct 26 2016  8:20AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VI,MeContext=LRA771,ManagedElement=1,Equipment=1,AntennaUnitGroup=1,AntennaNearUnit=2                                                                                                                            
	 ;Contact lost with resource object                                                                                                                                                                                                                              
	 ;No Connection                                                                                                                                                                                                                                                  ;
;            Oct 26 2016  8:20AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VI,MeContext=LRA771,ManagedElement=1,Equipment=1,AntennaUnitGroup=1,AntennaNearUnit=1                                                                                                                            
	 ;Contact lost with resource object                                                                                                                                                                                                                              
	 ;No Connection                                                                                                                                                                                                                                                  ;
;            Oct 24 2016  4:33PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=LBI767,ManagedElement=1,ENodeBFunction=1                                                                                                                                                          
	 ;X2 link problem to one or several neighbouring eNodeBs.                                                                                                                                                                                                        
	 ;External Link Failure                                                                                                                                                                                                                                          ;
;            Oct 26 2016  8:06AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=MCC050,ManagedElement=1,ENodeBFunction=1                                                                                                                                                          
	 ;X2 link problem to one or several neighbouring eNodeBs.                                                                                                                                                                                                        
	 ;External Link Failure                                                                                                                                                                                                                                          ;
;            Oct 24 2016  4:33PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=LBI331,ManagedElement=1,ENodeBFunction=1                                                                                                                                                          
	 ;X2 link problem to one or several neighbouring eNodeBs.                                                                                                                                                                                                        
	 ;External Link Failure                                                                                                                                                                                                                                          ;
;            Oct 24 2016  4:33PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=LBI807,ManagedElement=1,ENodeBFunction=1                                                                                                                                                          
	 ;X2 link problem to one or several neighbouring eNodeBs.                                                                                                                                                                                                        
	 ;External Link Failure                                                                                                                                                                                                                                          ;
;            Oct 26 2016  8:13AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_IV,MeContext=MFN388,ManagedElement=1,TransportNetwork=1,Synchronization=1                                                                                                                                        
	 ;NULL                                                                                                                                                                                                                                                           
	 ;Sync Reference Excessive Wander                                                                                                                                                                                                                                ;
;            Oct 24 2016  4:38PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=MCC263,ManagedElement=1,ENodeBFunction=1                                                                                                                                                          
	 ;X2 link problem to one or several neighbouring eNodeBs.                                                                                                                                                                                                        
	 ;External Link Failure                                                                                                                                                                                                                                          ;
;            Oct 24 2016  4:34PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=LBI625,ManagedElement=1,ENodeBFunction=1                                                                                                                                                          
	 ;X2 link problem to one or several neighbouring eNodeBs.                                                                                                                                                                                                        
	 ;External Link Failure                                                                                                                                                                                                                                          ;
;            Oct 26 2016  9:28AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=LCC531,ManagedElement=1,SwManagement=1,UpgradePackage=CXP102051/23_R25DK                                                                                                                          
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016  9:28AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=LCC531,ManagedElement=1,SwManagement=1,UpgradePackage=CXP102051/23_R25DK                                                                                                                          
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 24 2016  4:36PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=MBI152,ManagedElement=1,ENodeBFunction=1                                                                                                                                                          
	 ;X2 link problem to one or several neighbouring eNodeBs.                                                                                                                                                                                                        
	 ;External Link Failure                                                                                                                                                                                                                                          ;
;            Oct 24 2016  4:32PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=LCC060,ManagedElement=1,ENodeBFunction=1                                                                                                                                                          
	 ;X2 link problem to one or several neighbouring eNodeBs.                                                                                                                                                                                                        
	 ;ExternalLinkFailure                                                                                                                                                                                                                                            ;
;            Oct 26 2016  9:28AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=LCC531,ManagedElement=1,SwManagement=1,UpgradePackage=CXP102051/23_R25DK                                                                                                                          
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 24 2016  4:33PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=LCC101,ManagedElement=1,ENodeBFunction=1                                                                                                                                                          
	 ;X2 link problem to one or several neighbouring eNodeBs.                                                                                                                                                                                                        
	 ;External Link Failure                                                                                                                                                                                                                                          ;
;            Oct 24 2016  4:35PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=MBI431,ManagedElement=1,ENodeBFunction=1                                                                                                                                                          
	 ;X2 link problem to one or several neighbouring eNodeBs.                                                                                                                                                                                                        
	 ;External Link Failure                                                                                                                                                                                                                                          ;
;            Oct 24 2016  4:36PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=MBI622,ManagedElement=1,ENodeBFunction=1                                                                                                                                                          
	 ;X2 link problem to one or several neighbouring eNodeBs.                                                                                                                                                                                                        
	 ;External Link Failure                                                                                                                                                                                                                                          ;
;            Oct 24 2016  4:34PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=LBI874,ManagedElement=1,ENodeBFunction=1                                                                                                                                                          
	 ;X2 link problem to one or several neighbouring eNodeBs.                                                                                                                                                                                                        
	 ;ExternalLinkFailure                                                                                                                                                                                                                                            ;
;            Oct 26 2016  9:32AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VI,MeContext=LFN500,ManagedElement=1,Equipment=1,RiLink=6                                                                                                                                                        
	 ;No signal detected, additionalData: id 1, unitId 1, portNo 5(NOT_SET)                                                                                                                                                                                          
	 ;Link Failure                                                                                                                                                                                                                                                   ;
;            Oct 24 2016  4:35PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=MBI624,ManagedElement=1,ENodeBFunction=1                                                                                                                                                          
	 ;X2 link problem to one or several neighbouring eNodeBs.                                                                                                                                                                                                        
	 ;External Link Failure                                                                                                                                                                                                                                          ;
;            Oct 24 2016  4:37PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=MBI490,ManagedElement=1,ENodeBFunction=1                                                                                                                                                          
	 ;X2 link problem to one or several neighbouring eNodeBs.                                                                                                                                                                                                        
	 ;External Link Failure                                                                                                                                                                                                                                          ;
;            Oct 24 2016  4:37PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=MBI936,ManagedElement=1,ENodeBFunction=1                                                                                                                                                          
	 ;X2 link problem to one or several neighbouring eNodeBs.                                                                                                                                                                                                        
	 ;External Link Failure                                                                                                                                                                                                                                          ;
;            Oct 24 2016  4:37PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=MCC043,ManagedElement=1,ENodeBFunction=1                                                                                                                                                          
	 ;X2 link problem to one or several neighbouring eNodeBs.                                                                                                                                                                                                        
	 ;External Link Failure                                                                                                                                                                                                                                          ;
;            Oct 26 2016 10:44AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_XV,MeContext=LFN708,ManagedElement=1,TransportNetwork=1,Synchronization=1                                                                                                                                        
	 ;NULL                                                                                                                                                                                                                                                           
	 ;Clock Calibration Expiry Soon                                                                                                                                                                                                                                  ;
;            Oct 26 2016 10:18AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VI,MeContext=LFN474,ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,TimingUnit=1,TuSyncRef=1                                                                                                          
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 26 2016 10:11AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=MBI171,ManagedElement=1,SystemFunctions=1,Licensing=1,OptionalFeatureLicense=DynamicRABackoff                                                                                                     
	 ;NULL                                                                                                                                                                                                                                                           
	 ;LicenseKeyMissing                                                                                                                                                                                                                                              ;
;            Oct 24 2016  6:38PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_II,MeContext=MAN626,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=L16261                                                                                                                                       
	 ;MOD RRCs, no activity                                                                                                                                                                                                                                          
	 ;Suspected Sleeping Cell                                                                                                                                                                                                                                        ;
;            Oct 24 2016  6:37PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_II,MeContext=MAN626,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=L16262                                                                                                                                       
	 ;MOD RRCs, no activity                                                                                                                                                                                                                                          
	 ;Suspected Sleeping Cell                                                                                                                                                                                                                                        ;
;            Oct 24 2016  6:37PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_II,MeContext=MAN626,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=M16264                                                                                                                                       
	 ;MOD RRCs, no activity                                                                                                                                                                                                                                          
	 ;Suspected Sleeping Cell                                                                                                                                                                                                                                        ;
;            Oct 24 2016  6:37PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_II,MeContext=MAN626,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=M16265                                                                                                                                       
	 ;MOD RRCs, no activity                                                                                                                                                                                                                                          
	 ;Suspected Sleeping Cell                                                                                                                                                                                                                                        ;
;            Oct 24 2016  6:22PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_II,MeContext=MAN548,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=L15483                                                                                                                                       
	 ;MOD RRCs, no activity                                                                                                                                                                                                                                          
	 ;Suspected Sleeping Cell                                                                                                                                                                                                                                        ;
;            Oct 24 2016  6:49PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=MCC218,ManagedElement=1,SystemFunctions=1,Licensing=1                                                                                                                                             
	 ;CXC4011810 Enabled                                                                                                                                                                                                                                             
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 24 2016  6:49PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=MCC218,ManagedElement=1,SystemFunctions=1,Licensing=1                                                                                                                                             
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 25 2016  6:35PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VI,MeContext=MRA058,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=M50583                                                                                                                                       
	 ;InconsistentConfiguration                                                                                                                                                                                                                                      
	 ;Service Unavailable                                                                                                                                                                                                                                            ;
;            Oct 25 2016  6:35PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VI,MeContext=MRA058,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=M50582                                                                                                                                       
	 ;InconsistentConfiguration                                                                                                                                                                                                                                      
	 ;Service Unavailable                                                                                                                                                                                                                                            ;
;            Oct 25 2016  6:35PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VI,MeContext=MRA058,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=M50581                                                                                                                                       
	 ;InconsistentConfiguration                                                                                                                                                                                                                                      
	 ;Service Unavailable                                                                                                                                                                                                                                            ;
;            Oct 25 2016  7:44PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=MBI171,ManagedElement=1,SystemFunctions=1,Licensing=1                                                                                                                                             
	 ;CXC4040013 Enabled                                                                                                                                                                                                                                             
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Oct 25 2016  7:44PM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VIII,MeContext=MBI171,ManagedElement=1,SystemFunctions=1,Licensing=1                                                                                                                                             
	 ;NULL                                                                                                                                                                                                                                                           
	 ;NULL                                                                                                                                                                                                                                                           ;
;            Sep 22 2016  8:39AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VI,MeContext=MRA775,ManagedElement=1,Equipment=1,RiLink=1                                                                                                                                                        
	 ;No signal detected, additionalData: id 1, unitId 1, portNo 0                                                                                                                                                                                                   
	 ;Link Failure                                                                                                                                                                                                                                                   ;
;            Sep 22 2016  8:37AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VI,MeContext=MRA775,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=M57751                                                                                                                                       
	 ;InconsistentConfiguration                                                                                                                                                                                                                                      
	 ;Service Unavailable                                                                                                                                                                                                                                            ;
;            Sep 22 2016  8:37AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VI,MeContext=MRA775,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=M57752                                                                                                                                       
	 ;InconsistentConfiguration                                                                                                                                                                                                                                      
	 ;Service Unavailable                                                                                                                                                                                                                                            ;
;            Sep 22 2016  8:37AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VI,MeContext=MRA775,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=M57753                                                                                                                                       
	 ;InconsistentConfiguration                                                                                                                                                                                                                                      
	 ;Service Unavailable                                                                                                                                                                                                                                            ;
;            Sep 22 2016  8:39AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VI,MeContext=MRA775,ManagedElement=1,Equipment=1,RiLink=3                                                                                                                                                        
	 ;No signal detected, additionalData: id 1, unitId 1, portNo 2                                                                                                                                                                                                   
	 ;Link Failure                                                                                                                                                                                                                                                   ;
;            Sep 22 2016  8:39AM;SubNetwork=ONRM_ROOT_MO,SubNetwork=LTE_Region_VI,MeContext=MRA775,ManagedElement=1,Equipment=1,RiLink=2                                                                                                                                                        
